html文件,股东全称,股东简称,变动截止日期,变动价格,变动数量,变动后持股数,变动后持股比例
16344777.html,北京首创阳光房地产有限责任公司,首创阳光,2017-06-27,4.26,648300,,
16344777.html,北京首创阳光房地产有限责任公司,首创阳光,2017-06-28,4.21,992000,133120000,0.0567
1634622.html,东北特殊钢集团有限责任公司,东北特钢集团,2015-05-07,26.28,9853200,,
1634720.html,华东电子工程研究所,华东所,2015-05-08,,1354510,55562156,0.4065
1634875.html,乌鲁木齐曜丰股权投资有限合伙企业,曜丰投资,2015-04-30,21.23,500000,,
1634875.html,乌鲁木齐曜丰股权投资有限合伙企业,曜丰投资,2015-05-11,22.22,1000000,,
1634889.html,金洲集团有限公司,金洲集团,2015-05-08,13.50,1400000,,
1634889.html,金洲集团有限公司,金洲集团,2015-05-08,14.35,4387100,,
1634889.html,金洲集团有限公司,金洲集团,2015-05-11,15.28,462000,130015739,0.2498
1635229.html,上海中路（集团）有限公司,上海中路,2015-05-06,33.50-35.15,5580000,,
1635229.html,上海中路（集团）有限公司,上海中路,2015-05-08,30.20-31.41,20470000,,
16352941.html,江苏康缘集团有限责任公司,康缘集团,2017-06-15,16.37,855900,,
16352941.html,江苏康缘集团有限责任公司,康缘集团,2017-07-05,16.37,358300,170630662,0.2768
16353209.html,萍乡市富海新能投资中心（有限合伙）,萍乡富海,2017-044,,589463243,,
1635583.html,金岸有限公司,金岸公司,2015-05-12,23.49,2000000,,
1635878.html,浙江万马电气电缆集团有限公司,电气电缆集团,2015-05-11,20.50,41000000,420090812,0.4471
16360214.html,永辉超市股份有限公司,永辉超市,2017-07-07,,34051143,,
1636029.html,盈富泰克创业投资有限公司,,2015-05-11,90.68,2382100,5749486,0.0499
16364511.html,大连承运投资集团有限公司,承运投资,2017-07-04,7.61,7500000,,
16364511.html,大连承运投资集团有限公司,承运投资,2017-07-04,7.61,3449600,,
1636476.html,大耀香港有限公司,大耀香港,2015-05-11,13.504,3000000,,
1636476.html,大耀香港有限公司,大耀香港,2015-05-12,14.264,14000000,,
16364964.html,上海复星医药（集团）股份有限公司,本公司,2017-07-10,,500050,945263606,0.3788
1636497.html,北京市第一中级人民法院,,2015-04-21,,26147219,,
1636532.html,湖南长炼兴长集团有限责任公司,兴长集团,2015-05-13,44.50元,2840000,,
1636532.html,湖南长炼兴长集团有限责任公司,兴长集团,2015-05-13,,0,,
1636532.html,湖南长炼兴长集团有限责任公司,兴长集团,2015-05-13,,0,,
1637422.html,金岸有限公司,金岸公司,2015-05-14,24.56,1500000,,
1637425.html,临沧飞翔冶炼有限责任公司,临沧飞翔,2014-09-23,13.43,26000000,,
1637425.html,临沧飞翔冶炼有限责任公司,临沧飞翔,2015-05-13,20.14,6656000,,
1637427.html,广州海印实业集团有限公司,海印集团,2015-05-13,16.74元/股,13537300,29702232,0.0251
1637596.html,大耀香港有限公司,大耀香港,2015-05-13,14.994,12000000,,
16376665.html,中交西安筑路机械有限公司,中交西筑,2017-05-17,15.86,1005000,,
16376665.html,中交西安筑路机械有限公司,中交西筑,2017-05-18,17.49,1030000,,
16376665.html,中交西安筑路机械有限公司,中交西筑,2017-05-19,19.24,500000,,
16380192.html,新余高新区泽润投资管理有限公司,泽润投资,2017-05-02,36.68,65000,,
16380192.html,新余高新区泽润投资管理有限公司,泽润投资,2017-05-03,37.00,147000,,
16380192.html,新余高新区泽润投资管理有限公司,泽润投资,2017-05-08,36.65,1800,,
16380192.html,新余高新区泽润投资管理有限公司,泽润投资,2017-05-09,36.37,50500,,
16380192.html,新余高新区泽润投资管理有限公司,泽润投资,2017-05-11,35.40,44600,,
16380192.html,新余高新区泽润投资管理有限公司,泽润投资,2017-05-12,35.31,20400,,
16380192.html,新余高新区泽润投资管理有限公司,泽润投资,2017-05-15,34.93,108200,,
16380192.html,新余高新区泽润投资管理有限公司,泽润投资,2017-05-16,35.66,318100,,
16380192.html,新余高新区泽润投资管理有限公司,泽润投资,2017-05-17,36.27,10000,11665961,0.0663
16380202.html,天勤十七号,,2017-07-13,16.568,520700,,
16380202.html,天勤十七号,,2017-07-14,16.628,470553,,
16381007.html,河南黄河实业集团股份有限公司,黄河实业集团,2017-07-14,,350000,356327330,0.2498
16384715.html,彭俊林,,2017-07-13,22.935,股权激励限制性股票,126562,0.0002
1638581.html,东力控股集团有限公司,东力集团,2015-05-15,13.08,10000000,138500000,0.3108
1638581.html,许丽萍,,2015-05-15,13.63,6750000,,
16385868.html,湖南科力远高技术集团有限公司,科力远集团,2017-07-17,,8253492,,
16385868.html,湖南科力远高技术集团有限公司,科力远集团,2017-07-01,,100000000,,
16388722.html,梁锋,,2017-07-14,28.4,30000,,
16388722.html,梁锋,,2017-07-17,27.003,50500,444058,0.0015
16388786.html,福建省弘智投资管理有限公司,弘智投资,2017-07-17,21.48,5250000,0,0
16388987.html,王敏,,2017-07-18,14.403,70000,,
16392706.html,四川和邦投资集团有限公司,和邦集团,2017-03-10,5.20,87180000,,
16392706.html,四川和邦投资集团有限公司,和邦集团,2017-03-14,5.20,78733313,,
16392706.html,四川和邦投资集团有限公司,和邦集团,2017-03-28,5.20,60600000,,
16392706.html,四川和邦投资集团有限公司,和邦集团,2017-03-29,5.20,57406687,和邦集团,0.3325
16393567.html,黄奕鹏,,2017-07-18,12.387,200000,600000,0.0022
16394176.html,徐海江,,2017-07-19,,453332,,
16394223.html,王丹,,2017-07-18,25.92-26.15,58700,187966,0
16398099.html,葵花药业集团股份有限公司,公司,2017-06-10,,332154,,
16398099.html,葵花药业集团股份有限公司,公司,2017-07-18,,144354,,
16398185.html,石河子义兴股权投资管理有限合伙企业,义兴投资,2017-07-19,11.95,IPO前取得的股份,433100,0.001
16398644.html,国广环球资产管理有限公司,国广资产,2017-05-15,,4988433,,
16398644.html,国广环球资产管理有限公司,国广资产,2017-07-20,,2095300,151488563,0.0751
16401870.html,王琨,,2017-07-20,21.65,87200,1304400,0.0074
1640190.html,吉安天恒投资管理有限公司,天恒投资,2015-05-15,15.45,800000,,
16402396.html,西藏信托莱沃33号集合资金信托计划,,2017/7/21,21.878,2062800,,
16402396.html,西藏信托莱沃33号集合资金信托计划,,2017/7/21,21.878,2062800,,
16402885.html,张青松,,2017-07-20,26.08-26.15,31600,215066,0
16402885.html,李少,,2017-07-20,26.05-26.17,61600,,
16403129.html,刘明,,2017-07-20,58.825,10000,,
16403129.html,刘明,,2017-07-21,60.62,21000,290000,0.0004
16405426.html,李占明,,2017-07-21,5.71,4400000,,
16405426.html,李占强,,2017-07-21,5.71,4400000,,
16405426.html,李明强,,2017-07-21,5.71,4400000,,
16405426.html,李明卫,,2017-07-21,5.71,4400000,,
16407027.html,中科汇通,,2017-06-16,8.13,100,,
16407027.html,中科汇通,,2017-07-10,8.356,956400,,
16407027.html,中科汇通,,2017-07-11,8.257,1920435,,
16407027.html,中科汇通,,2017-07-12,8.134,413000,,
16407027.html,中科汇通,,2017-07-14,8.097,76900,108643450000,0.0364
16407931.html,紫光集团下属全资子公司北京紫光通信科技集团有限公司,紫光通信,2017-07-20,24.8469,700000,,
16410469.html,黑龙江红土科力创业投资有限公司,红土科力,2017-02-10,34.14,477900,,
16410469.html,黑龙江红土科力创业投资有限公司,红土科力,2017-05-04,27.25,900000,,
16411295.html,中百集团,,2017-07-25,,681021500,,
16411373.html,中船重工科技投资发展有限公司,：科技投资公司,2017-07-25,21.40,4572433,,
16414916.html,郭同军,,2017-07-26,19.98,90000,1102022,
16415056.html,西安航天科技工业公司,西安航天,2016-11-11,34.15,500000,,
16415293.html,佳沃集团有限公司,佳沃集团,2017-07-25,26.82,803300,,
16415293.html,佳沃集团有限公司,佳沃集团,2017-07-26,25.76,891800,37294019,
1641892.html,久立集团股份有限公司,久立集团,2015-05-15,58.214,516356,131302218,0.3901
16419478.html,广州无线电集团有限公司,无线电集团,2017-07-27,,17810214,,
1642041.html,罗韶宇,,2015-05-15,15.27,51900000,0,0
1642041.html,高宇投资,,2015-05-15,15.27,940100,,
16423004.html,浙江中泰创赢资产管理有限公司,中泰创赢,2017-07-28,,1271778,267421028,0.0757
16423213.html,GSCPBouquetHoldingsSRL,,2017-07-27,36.60,4937500,29999900,0.05
1642376.html,雅戈尔集团股份有限公司,雅戈尔公司,2015-05-18,25.19,雅戈尔集团股份有限公司,10890000,4.9856
16429856.html,卓群创展,,2016-08-25,8.24,300000,,
16429856.html,卓群创展,,2017-07-28,9.72,3820800,102248361,0.05
1643121.html,新筑投资集团有限公司,新筑投资,2014-12-03,11,25000000,,
1643121.html,新筑投资集团有限公司,新筑投资,2015-03-31,12.45,10000000,,
1643121.html,新筑投资集团有限公司,新筑投资,2015-04-23,15.90,10000000,,
1643121.html,新筑投资集团有限公司,新筑投资,2015-04-30,15.63,6000000,,
1643121.html,新筑投资集团有限公司,新筑投资,2015-05-18,18.85,450000,,
1643176.html,山东科达集团有限公司,科达集团,2015-05-18,,399400,,
1643351.html,鲁特投资,,2014-11-10,18.6100,1055000,,
1643351.html,鲁特投资,,2014-11-11,18.9280,70000,,
1643351.html,鲁特投资,,2014-11-12,18.9920,930000,,
1643351.html,鲁特投资,,2015-05-18,22.5800,710000,34000000,0.1025
1643492.html,大耀香港有限公司,大耀香港,2015-05-14,14.856,6516296,,
1643492.html,大耀香港有限公司,大耀香港,2015-05-18,14.995,1483704,,
1643690.html,鼎顺物流有限公司,鼎顺物流,2014-12-02,,2131400,,
1643690.html,鼎顺物流有限公司,鼎顺物流,2015-05-18,,67200,,
16443557.html,成都国腾电子集团有限公司,电子集团,2017-02-15,17.36,11000000,,
16443557.html,成都国腾电子集团有限公司,电子集团,2017-06-15,12.23,7228000,,
1645517.html,广东粤文投资有限公司,,2012-11-17,11.833,9552790,,
1645517.html,广东粤文投资有限公司,,2012-11-17,11.833,9552790,14779878,2.19
1645646.html,新筑投资集团有限公司,新筑投资,2014-12-03,11,25000000,,
1645646.html,新筑投资集团有限公司,新筑投资,2015-03-31,12.45,10000000,,
1645646.html,新筑投资集团有限公司,新筑投资,2015-04-23,15.90,10000000,,
1645646.html,新筑投资集团有限公司,新筑投资,2015-04-30,15.63,6000000,,
1645646.html,新筑投资集团有限公司,新筑投资,2015-05-18,18.85,450000,,
1645646.html,新筑投资集团有限公司,新筑投资,2015-05-20,19.22,3550000,,
1646051.html,江西特种电机股份有限公司,公司,2014-12-31,,5016200,,
1646242.html,乌鲁木齐曜丰股权投资有限合伙企业,曜丰投资,2015-05-18,24.01,500000,,
1646242.html,乌鲁木齐曜丰股权投资有限合伙企业,曜丰投资,2015-05-19,24.72,500000,,
1646242.html,乌鲁木齐曜丰股权投资有限合伙企业,曜丰投资,2015-05-21,28.09,850000,,
1646911.html,广东粤文投资有限公司,,2015-05-21,16.436,7374204,,
1646911.html,广东粤文投资有限公司,,2015-05-21,16.436,7374204,7405674,0.011
1647725.html,新余中拓投资管理有限公司,,2015-05-20,13.51,4400000,,
1647725.html,新余中拓投资管理有限公司,,2015-05-21,12.54,4400000,,
16495288.html,DTCTP,,2017-07-31,36.84,100000,,
16495288.html,DTCTP,,2017-08-03,34.44,200072,,
16495288.html,DTCTP,,2017-08-04,34.03,10400,,
16495288.html,DTCTP,,2017-08-07,33.84,188000,,
16504450.html,北京市第一建筑工程有限公司,北京一建,2017-08-01,13.70,52300,,
16504450.html,北京市第一建筑工程有限公司,北京一建,2017-08-09,13.89,2029100,,
16504450.html,北京市第一建筑工程有限公司,北京一建,2017-08-10,13.97,28600,,
1650831.html,广东毅昌投资有限公司,毅昌投资,2014-03-18,5.14,1500000,,
1650831.html,广东毅昌投资有限公司,毅昌投资,2014-03-19,5.13,1500000,,
1650831.html,广东毅昌投资有限公司,毅昌投资,2014-03-20,5.17,1500000,,
1650831.html,广东毅昌投资有限公司,毅昌投资,2014-03-21,5.04,1500000,,
1650831.html,广东毅昌投资有限公司,毅昌投资,2014-03-24,5.09,1500000,,
1650831.html,广东毅昌投资有限公司,毅昌投资,2014-03-25,5.12,700000,,
1650831.html,广东毅昌投资有限公司,毅昌投资,2015-05-11,8.43,2700000,,
1650831.html,广东毅昌投资有限公司,毅昌投资,2015-05-14,8.93,2300000,,
1650831.html,广东毅昌投资有限公司,毅昌投资,2015-05-15,9.09,2500000,,
1650831.html,广东毅昌投资有限公司,毅昌投资,2015-05-18,8.84,2500000,,
1650831.html,广东毅昌投资有限公司,毅昌投资,2015-05-25,10.29,1800000,47600000,0.1187
1651170.html,上海普天邮通科技股份有限公司,本公司,2014-11-26,,105000,,
1651170.html,上海普天邮通科技股份有限公司,本公司,2015-05-26,,3826159,,
16514634.html,浙江睿康投资有限公司,睿康投资,2017-08-11,,5197472,,
16515367.html,永太科技,,2017-08-09,48.20,177050,,
16515367.html,永太科技,,2017-08-10,48.83,765800,,
16515784.html,广州科技创业投资有限公司,广州科创,2017-07-28,12.94,12800,,
16515784.html,广州科技创业投资有限公司,广州科创,2017-08-04,13.97,987200,,
16515784.html,广州科技创业投资有限公司,广州科创,2017-08-11,14.40,685700,,
16515784.html,广州科技创业投资有限公司,广州科创,2017-08-11,14.51,3600,,
16515962.html,深圳俊图精科投资有限公司,俊图精科,2017-08-01,40.620,10000,,
16515962.html,深圳俊图精科投资有限公司,俊图精科,2017-08-03,40.365,20000,,
16515962.html,深圳俊图精科投资有限公司,俊图精科,2017-08-08,39.010,10000,,
16515962.html,深圳俊图精科投资有限公司,俊图精科,2017-08-09,39.880,10000,,
16515962.html,深圳俊图精科投资有限公司,俊图精科,2017-08-10,40.353,50000,750800,0.0071
16520708.html,盈联控股有限公司,盈联控股,2017-08-03,34.60,159200,,
16520708.html,盈联控股有限公司,盈联控股,2017-08-14,32.74,444400,,
16521379.html,平高集团有限公司,平高集团,2017-01-04,,902329,,
16521379.html,平高集团有限公司,平高集团,2017-08-15,,4116200,,
16521379.html,平高集团有限公司,平高集团,2018-01-03,,13569213,546891673,0.403
1652241.html,久立集团股份有限公司,久立集团,2015-05-21,57.321,500000,,
1652241.html,久立集团股份有限公司,久立集团,2015-05-22,57.153,2294050,,
1652241.html,久立集团股份有限公司,久立集团,2015-05-26,56.43,4552000,121956168,0.3623
1652616.html,MEITUNG(CHINA)LIMITED,美通公司,2015-05-26,21.42,2000000,,
1652616.html,MEITUNG(CHINA)LIMITED,美通公司,2015-05-27,23.56,2250000,,
1653630.html,东兆长泰投资集团有限公司,东兆长泰,2015-04-14,30.58,2018200,,
1653630.html,东兆长泰投资集团有限公司,东兆长泰,2015-04-24,31.19,3092400,,
1653630.html,东兆长泰投资集团有限公司,东兆长泰,2015-04-28,32.40,3979800,,
1653630.html,东兆长泰投资集团有限公司,东兆长泰,2015-05-28,36.33,5164400,,
1654038.html,汇洋企业有限公司,,2015-05-22,12.16,10000000,,
1654038.html,汇洋企业有限公司,,2015-05-29,14.77,12600000,,
165439.html,宝钛集团有限公司,宝钛集团,2012-07-12,,1096195,228817147,0.5318
1654430.html,纳路控股（香港）有限公司,纳路香港,2015-05-28,19.50,3000000,27750000,0.1062
1654431.html,北京中泽嘉盟投资中心（有限合伙）,中泽嘉盟,2015-05-28,158.01,1999594,,
1654431.html,北京中泽嘉盟投资中心（有限合伙）,中泽嘉盟,2015-05-29,155.50,63700,,
1654431.html,北京中泽嘉盟投资中心（有限合伙）,中泽嘉盟,2015-05-28,147.31,1000000,,
16549708.html,海通开元投资有限公司,海通开元,2017-03-15,30.50,1200000,,
16549708.html,海通开元投资有限公司,海通开元,2017-03-16,30.67,1600000,,
16549708.html,海通开元投资有限公司,海通开元,2017-03-20,30.50,500000,,
